,Unnamed: 0,original,destination,original address,destination address,distance,time
319,320,พังงา,ภูเก็ต,"['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']","['64/28 หมู่ที่ 6, ตำบลวิชิต อำเภอเมืองภูเก็ต จังหวัดภูเก็ต, 83000 Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand']",84.7 km,1 hour 32 mins
320,321,พังงา,สุราษฎร์ธานี,"['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']","['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']",154 km,2 hours 13 mins
321,322,พังงา,ระนอง,"['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']","['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']",229 km,3 hours 34 mins
322,323,ภูเก็ต,พังงา,"['64/28 หมู่ที่ 6, ตำบลวิชิต อำเภอเมืองภูเก็ต จังหวัดภูเก็ต, 83000 Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand']","['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']",86.1 km,1 hour 29 mins
323,324,สุราษฎร์ธานี,นครศรีธรรมราช,"['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']","['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']",135 km,2 hours 7 mins
324,325,สุราษฎร์ธานี,กระบี่,"['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']","['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']",160 km,2 hours 11 mins
325,326,สุราษฎร์ธานี,พังงา,"['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']","['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']",159 km,2 hours 17 mins
326,327,สุราษฎร์ธานี,ระนอง,"['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']","['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']",206 km,3 hours 21 mins
327,328,สุราษฎร์ธานี,ชุมพร,"['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']","['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']",178 km,2 hours 48 mins
328,329,ระนอง,พังงา,"['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']","['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']",229 km,3 hours 32 mins
329,330,ระนอง,สุราษฎร์ธานี,"['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']","['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']",208 km,3 hours 15 mins
330,331,ระนอง,ชุมพร,"['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']","['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']",122 km,1 hour 51 mins
331,332,ชุมพร,ประจวบคีรีขันธ์,"['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']","['33 Pitak Chart Rd, Amphoe Mueang Prachuap Khiri Khan, Chang Wat Prachuap Khiri Khan 77000, Thailand']",179 km,2 hours 26 mins
332,333,ชุมพร,สุราษฎร์ธานี,"['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']","['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']",181 km,2 hours 42 mins
333,334,ชุมพร,ระนอง,"['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']","['XJ4Q+R2R, Bang Rin, Mueang Ranong District, Ranong 85000, Thailand']",122 km,1 hour 50 mins
334,335,สงขลา,นครศรีธรรมราช,"['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']","['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']",174 km,3 hours 1 min
335,336,สงขลา,สตูล,"['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']","['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']",124 km,2 hours 6 mins
336,337,สงขลา,พัทลุง,"['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']","['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']",103 km,2 hours 15 mins
337,338,สงขลา,ปัตตานี,"['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']","['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']",106 km,1 hour 39 mins
338,339,สงขลา,ยะลา,"['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']","['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']",131 km,1 hour 56 mins
339,340,สตูล,สงขลา,"['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']","['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']",125 km,2 hours 7 mins
340,341,สตูล,ตรัง,"['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']","['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']",141 km,2 hours 21 mins
341,342,สตูล,พัทลุง,"['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']","['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']",137 km,2 hours 14 mins
342,343,ตรัง,นครศรีธรรมราช,"['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']","['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']",139 km,2 hours 13 mins
343,344,ตรัง,กระบี่,"['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']","['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']",128 km,2 hours 0 mins
344,345,ตรัง,สตูล,"['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']","['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']",136 km,2 hours 18 mins
345,346,ตรัง,พัทลุง,"['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']","['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']",58.8 km,57 mins
346,347,พัทลุง,นครศรีธรรมราช,"['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']","['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']",118 km,1 hour 50 mins
347,348,พัทลุง,สงขลา,"['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']","['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']",103 km,2 hours 16 mins
348,349,พัทลุง,สตูล,"['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']","['M32P+449, Khlong Khut, Mueang Satun District, Satun 91000, Thailand']",142 km,2 hours 18 mins
349,350,พัทลุง,ตรัง,"['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']","['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']",58.9 km,59 mins
350,351,ปัตตานี,สงขลา,"['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']","['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']",105 km,1 hour 38 mins
351,352,ปัตตานี,ยะลา,"['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']","['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']",42.4 km,41 mins
352,353,ปัตตานี,นราธิวาส,"['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']","['CRGF+39X, Bang Nak, Mueang Narathiwat District, Narathiwat 96000, Thailand']",94.5 km,1 hour 26 mins
353,354,ยะลา,สงขลา,"['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']","['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']",131 km,1 hour 54 mins
354,355,ยะลา,ปัตตานี,"['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']","['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']",43.3 km,42 mins
355,356,ยะลา,นราธิวาส,"['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']","['CRGF+39X, Bang Nak, Mueang Narathiwat District, Narathiwat 96000, Thailand']",75.6 km,1 hour 18 mins
356,357,นราธิวาส,ปัตตานี,"['CRGF+39X, Bang Nak, Mueang Narathiwat District, Narathiwat 96000, Thailand']","['V792+H3P, Sabarang, Mueang Pattani District, Pattani 94000, Thailand']",95.9 km,1 hour 27 mins
357,358,นราธิวาส,ยะลา,"['CRGF+39X, Bang Nak, Mueang Narathiwat District, Narathiwat 96000, Thailand']","['4, ถนนจงรักษ์ 2, ตำบลสะเตง อำเภอเมือง จังหวัดยะลา, 95000 Tambon Sateng, Amphoe Mueang Yala, Chang Wat Yala 95000, Thailand']",76.1 km,1 hour 19 mins
